id,name,staticDataUrl,dynamicDataUrl,limitedAccess,uuid,latitude,longitude,city,country_code,province,region,mark,usage,accessPoints,capacity,contactPersons,minimumHeightInMeters,openingTimes,tariffs
2018,"OW21_U02 1ste Const. Huygens / PC Hooft (per 3-1-2016) WS",https://npropendata.rdw.nl/parkingdata/v2/static/ee88a378-5d43-4979-b602-2019b410d790,,0,ee88a378-5d43-4979-b602-2019b410d790,52.3642791431754,4.87413638719072,,,,,onstreet,onstreet,0,,0,,0,0
2019,"Garage Centrum (Volendam)",https://npropendata.rdw.nl/parkingdata/v2/static/6ccf038d-77da-4b84-b123-7d870ecfe905,,0,6ccf038d-77da-4b84-b123-7d870ecfe905,52.49761,5.07462,,,,,average,garage,1,120,0,2.1,1,1
2020,"Carpoolparkeren, Winschoten A7, Winschoten (Oldambt)",https://npropendata.rdw.nl/parkingdata/v2/static/72541e73-0cdc-4795-9b37-90701466e95c,,0,72541e73-0cdc-4795-9b37-90701466e95c,,,,,,,bad,carpool,0,,0,,0,1
2021,"WM55C_U01 Middenweg rechts WS",https://npropendata.rdw.nl/parkingdata/v2/static/985d1ee1-be5c-45ba-b17c-c53c4b5f32b0,,0,985d1ee1-be5c-45ba-b17c-c53c4b5f32b0,52.3544702177329,4.92961506171136,,,,,onstreet,onstreet,0,,0,,0,0
2022,"Vruchtenbuurt Kraag",https://npropendata.rdw.nl/parkingdata/v2/static/b1b2d9ed-8ae6-4d26-a25d-4193d25ed8d2,,0,b1b2d9ed-8ae6-4d26-a25d-4193d25ed8d2,52.0688291637459,4.25572191785683,,,,,onstreet,onstreet,0,,0,,0,1
2023,"P+R Meijersplein (Rotterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/328cbed1-dfe1-4984-8cf6-4b4d9671b168,http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/328cbed1-dfe1-4984-8cf6-4b4d9671b168,0,328cbed1-dfe1-4984-8cf6-4b4d9671b168,51.955583,4.457441,,,,,average,"park and ride",1,500,0,0.0,1,1
2024,Hoofdwinkelstraten,https://npropendata.rdw.nl/parkingdata/v2/static/fed3c97e-2469-4968-8209-7670e3e6991d,,0,fed3c97e-2469-4968-8209-7670e3e6991d,,,,,,,onstreet,onstreet,0,,0,,0,1
2025,"Straatparkeren Keizersgracht (Eindhoven)",https://npropendata.rdw.nl/parkingdata/v2/static/9675b900-6585-48ca-8727-e008dd93b989,,0,9675b900-6585-48ca-8727-e008dd93b989,51.4374154171525,5.47605574077926,,,,,onstreet,onstreet,0,,0,,0,1
2026,"Straatparkeren Designer Outlet (Roermond)",https://npropendata.rdw.nl/parkingdata/v2/static/3d1a4685-bca3-4bd3-a0e8-fad6392b9405,,0,3d1a4685-bca3-4bd3-a0e8-fad6392b9405,51.200825711492,5.99138814856221,,,,,onstreet,onstreet,0,,0,,0,1
2027,"Straatparkeren Rijksweg (Gulpen-Wittem)",https://npropendata.rdw.nl/parkingdata/v2/static/73cc342d-152d-4228-94c8-f2bdad29d392,,0,73cc342d-152d-4228-94c8-f2bdad29d392,50.8149950049292,5.89225902178769,,,,,onstreet,onstreet,0,,0,,0,1
2028,"Straatparkeren blauwe zone (Zoetermeer)",https://npropendata.rdw.nl/parkingdata/v2/static/1a00a853-d9fc-477b-829f-59853caae4a2,,0,1a00a853-d9fc-477b-829f-59853caae4a2,52.0529871593815,4.50407792434999,,,,,onstreet,onstreet,0,,1,0.0,1,1
2029,"Scheveningen Bedrijven korting",https://npropendata.rdw.nl/parkingdata/v2/static/3f1005ab-6937-4413-850b-1b2e3e8f4469,,0,3f1005ab-6937-4413-850b-1b2e3e8f4469,,,,,,,onstreet,onstreet,0,,0,,0,0
2030,"T17B ma-zo 09-23",https://npropendata.rdw.nl/parkingdata/v2/static/0c0a2247-c394-4b43-9670-8729e472deb6,,0,0c0a2247-c394-4b43-9670-8729e472deb6,52.3917262890798,4.91264962324082,,,,,onstreet,onstreet,0,,0,,0,1
2031,"Gebieden met regeling 21",https://npropendata.rdw.nl/parkingdata/v2/static/d011dc92-f97b-4b48-b87a-e6e24016ec95,,0,d011dc92-f97b-4b48-b87a-e6e24016ec95,,,,,,,onstreet,onstreet,0,,0,,0,0
2032,"Straatparkeren centrum - blauwe zone - 's Gravenzande (Westland)",https://npropendata.rdw.nl/parkingdata/v2/static/81529ffa-f5e3-44be-99fd-7ed08952af67,,0,81529ffa-f5e3-44be-99fd-7ed08952af67,,,,,,,onstreet,onstreet,0,,0,,0,1
2033,"Straatparkeren Prijssestraat (Culemborg)",https://npropendata.rdw.nl/parkingdata/v2/static/e6caaccc-5884-444f-b9e6-35bee5a1a121,,0,e6caaccc-5884-444f-b9e6-35bee5a1a121,51.9543412339865,5.22478791152125,,,,,onstreet,onstreet,0,,0,,0,1
2034,"Vergunning Ten Oeverstraat + lang parkeren",https://npropendata.rdw.nl/parkingdata/v2/static/a8a25c6a-507d-4a7c-b21a-6bcc7ebe1aa2,,0,a8a25c6a-507d-4a7c-b21a-6bcc7ebe1aa2,52.7266204765266,6.47898555205376,,,,,onstreet,onstreet,0,,0,,0,1
2035,Bloemenbuurt,https://npropendata.rdw.nl/parkingdata/v2/static/d4270d53-c63a-4ad7-b0b1-e8e5be268d42,,0,d4270d53-c63a-4ad7-b0b1-e8e5be268d42,52.0741866599987,4.25675432533119,,,,,onstreet,onstreet,0,,0,,0,1
2036,"Oostzeelaan (Zwolle)",https://npropendata.rdw.nl/parkingdata/v2/static/993ba12a-6174-4f31-a712-5865526004e6,,0,993ba12a-6174-4f31-a712-5865526004e6,52.5046538616388,6.08916535002651,,,,,onstreet,onstreet,0,,1,,0,1
2037,Jorishof,https://npropendata.rdw.nl/parkingdata/v2/static/4f521154-f4ac-473d-ab19-fff1092fb400,https://npropendata.rdw.nl/parkingdata/v2/dynamic/4f521154-f4ac-473d-ab19-fff1092fb400,1,4f521154-f4ac-473d-ab19-fff1092fb400,51.8701973,4.601328,,,,,average,garage,1,141,0,190.0,1,0
2038,"Buiten Amsterdam",https://npropendata.rdw.nl/parkingdata/v2/static/ac25c6e5-5fd1-4be6-8986-da5ccab9bc37,,0,ac25c6e5-5fd1-4be6-8986-da5ccab9bc37,,,,,,,onstreet,onstreet,0,,0,,0,0
2039,"Kleine Palen",https://npropendata.rdw.nl/parkingdata/v2/static/d6c6f86d-6e3e-48a6-9b0a-4a5ba660c01f,,0,d6c6f86d-6e3e-48a6-9b0a-4a5ba660c01f,53.0292835233024,5.66149594578419,,,,,onstreet,onstreet,0,,0,,0,1
2040,"T16B_U03 10c Delflandplein - Rijswijkstr",https://npropendata.rdw.nl/parkingdata/v2/static/63354ab7-1367-4b1f-aec6-8efce0d82c57,,0,63354ab7-1367-4b1f-aec6-8efce0d82c57,52.3494617698911,4.84085531165277,,,,,onstreet,onstreet,0,,0,,0,1
2041,"Carpoolparkeren, Oud Vossemeer, Krabbenkreek, Oude Vossemeer (Tholen)",https://npropendata.rdw.nl/parkingdata/v2/static/5db5fc6a-f1e1-4381-99da-f5fc6047f6f3,,0,5db5fc6a-f1e1-4381-99da-f5fc6047f6f3,,,,,,,bad,carpool,0,,0,,0,1
2042,"Garage Hart van Zuid (Rotterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/c7d00c35-66d4-4a92-9e2e-e6c9c5a9a986,,0,c7d00c35-66d4-4a92-9e2e-e6c9c5a9a986,51.88577,4.489161,,,,,average,garage,1,104,0,1.9,1,1
2043,Ondiep,https://npropendata.rdw.nl/parkingdata/v2/static/1bef45f7-0a19-4aa4-a569-70fa794c5875,,0,1bef45f7-0a19-4aa4-a569-70fa794c5875,52.102171299618,5.1044872286936,,,,,onstreet,onstreet,0,,0,,0,0
2044,"P+R Capelsebrug (Rotterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/1b890d72-9ea4-43d3-9f72-ea66889bb4f1,,0,1b890d72-9ea4-43d3-9f72-ea66889bb4f1,,,,,,,bad,"park and ride",0,,0,,0,1
2045,"P1 Parking Kennedyplein",https://npropendata.rdw.nl/parkingdata/v2/static/892233a4-1bc4-4303-8b5c-26c74a56ee31,,0,892233a4-1bc4-4303-8b5c-26c74a56ee31,51.4441566,5.480351,,,,,bad,,0,,0,,0,0
2046,"P+R Station Vriezenveen, Wierdenseweg, Vriezenveen (Twenterand)",https://npropendata.rdw.nl/parkingdata/v2/static/e7d98c2b-62a7-4554-9959-16f7dcc85111,,0,e7d98c2b-62a7-4554-9959-16f7dcc85111,,,,,,,bad,"park and ride",0,,0,,0,1
2047,Stadsplein,https://npropendata.rdw.nl/parkingdata/v2/static/27ec369b-68d1-4b74-b62c-78969d6ff706,https://npropendata.rdw.nl/parkingdata/v2/dynamic/27ec369b-68d1-4b74-b62c-78969d6ff706,1,27ec369b-68d1-4b74-b62c-78969d6ff706,52.3030472,4.857867,,,,,average,garage,1,914,0,190.0,1,0
2048,Singelzone,https://npropendata.rdw.nl/parkingdata/v2/static/5a9f6183-e119-4242-8bf0-978d50931a08,,0,5a9f6183-e119-4242-8bf0-978d50931a08,51.5814405586438,4.77797487973741,,,,,onstreet,onstreet,0,,0,,0,1
2049,"Straatparkeren Stadhuis Mallegat (Meppel)",https://npropendata.rdw.nl/parkingdata/v2/static/9e0146b4-7cb7-48f9-80c7-34b6ca827154,,0,9e0146b4-7cb7-48f9-80c7-34b6ca827154,,,,,,,onstreet,onstreet,0,,0,,0,0
2050,"SV52X Slotervaart 3 niet fiscaal",https://npropendata.rdw.nl/parkingdata/v2/static/7f72bd10-68a1-48a9-b7a0-e6745686b607,,0,7f72bd10-68a1-48a9-b7a0-e6745686b607,,,,,,,onstreet,onstreet,0,,0,,0,0
2051,"Sint Janssingel",https://npropendata.rdw.nl/parkingdata/v2/static/51fce7fe-da48-49c7-abbc-b7d539766159,http://opd.it-t.nl/data/parkingdata/v1/denbosch/dynamic/denbosch_908000041.json,0,51fce7fe-da48-49c7-abbc-b7d539766159,51.6883597823109,5.29843533625914,,,,,onstreet,onstreet,0,,0,,0,1
2052,"Vergunning Sector",https://npropendata.rdw.nl/parkingdata/v2/static/07355b5d-3a54-4d38-ab5d-8abd0a6440ad,,0,07355b5d-3a54-4d38-ab5d-8abd0a6440ad,52.7167195343387,6.47727051252161,,,,,onstreet,onstreet,0,,0,,0,1
2053,"Straatparkeren Zone M1 (Nieuwegein)",https://npropendata.rdw.nl/parkingdata/v2/static/a31cf1f2-92ed-40ee-bf5a-aafc285cc8aa,,0,a31cf1f2-92ed-40ee-bf5a-aafc285cc8aa,52.0268348046795,5.08823763651516,,,,,onstreet,onstreet,0,397,0,0.0,0,1
2054,"Hogeland Varvik",https://npropendata.rdw.nl/parkingdata/v2/static/9ca672e7-7ec8-4812-a741-ce2a5331824b,,0,9ca672e7-7ec8-4812-a741-ce2a5331824b,,,,,,,onstreet,onstreet,0,,1,,0,1
2055,"P+R L van de Mensenrechten",https://npropendata.rdw.nl/parkingdata/v2/static/d553e1ea-1d7f-44a4-ba4b-9439ce4f4d1b,https://npropendata.rdw.nl/parkingdata/v2/dynamic/d553e1ea-1d7f-44a4-ba4b-9439ce4f4d1b,1,d553e1ea-1d7f-44a4-ba4b-9439ce4f4d1b,52.2088165,5.970511,,,,,bad,,1,,0,,1,0
2056,"P+R Stationsplein 1 (Nuth)",https://npropendata.rdw.nl/parkingdata/v2/static/e25ede81-529f-4922-800e-972c15f802bf,,0,e25ede81-529f-4922-800e-972c15f802bf,50.919685,5.892424,,,,,average,"park and ride",1,55,0,0.0,1,1
2057,"Gebiedscode Caberweg tbv mobiel parkeren",https://npropendata.rdw.nl/parkingdata/v2/static/9fdc8ffd-386b-47d2-8afe-340a0aa6702a,,0,9fdc8ffd-386b-47d2-8afe-340a0aa6702a,50.8564636453194,5.68046369529267,,,,,onstreet,onstreet,0,,0,,0,1
2058,"WP60C_U01 2e Nassaustr WS",https://npropendata.rdw.nl/parkingdata/v2/static/30a07abf-8c72-4d98-80ae-d0237ba2ade0,,0,30a07abf-8c72-4d98-80ae-d0237ba2ade0,52.3826410019833,4.87797280009683,,,,,onstreet,onstreet,0,,0,,0,0
2059,"P+R-terrein Oostvaarders (Almere)",https://npropendata.rdw.nl/parkingdata/v2/static/5ee3e19b-9c03-4d58-9eb2-bbd3a459cc16,,0,5ee3e19b-9c03-4d58-9eb2-bbd3a459cc16,52.402711,5.297984,,,,,average,"park and ride",1,150,0,0.0,1,1
2060,"Vergunningen Ridderhof",https://npropendata.rdw.nl/parkingdata/v2/static/30bb9d41-a30b-41cc-94ab-3395dc5cf2ef,,0,30bb9d41-a30b-41cc-94ab-3395dc5cf2ef,52.1448090492713,4.67461627677222,,,,,onstreet,onstreet,0,,0,,0,0
2061,"Botter (blauwe zone)",https://npropendata.rdw.nl/parkingdata/v2/static/5394b118-66be-4b28-bb9a-519f64da7e35,,0,5394b118-66be-4b28-bb9a-519f64da7e35,52.5058794074643,5.46998633146551,,,,,onstreet,onstreet,0,,0,,0,0
2062,"Vergunning Bewoners Betaald-parkeergebied",https://npropendata.rdw.nl/parkingdata/v2/static/0abc5692-19c7-46fc-a5b3-b81a662c0401,,0,0abc5692-19c7-46fc-a5b3-b81a662c0401,52.7199188611614,6.47586656954534,,,,,onstreet,onstreet,0,,0,,0,1
2063,"Garage Lijnbaan (Rotterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/d7dc0cd3-db27-441f-a1cb-5d199fb2f763,,0,d7dc0cd3-db27-441f-a1cb-5d199fb2f763,51.918479,4.476827,,,,,average,garage,1,540,0,2.0,1,1
2064,"Straatparkeren Paardenmarkt (Hulst)",https://npropendata.rdw.nl/parkingdata/v2/static/cfbb6769-712d-4c9d-8111-a0fccd72bc1b,,0,cfbb6769-712d-4c9d-8111-a0fccd72bc1b,51.2801014721733,4.05661427566538,,,,,onstreet,onstreet,0,,0,,0,1
2065,"Betaald Parkeren ma t/m do en za 10-17u en vr 10-21u",https://npropendata.rdw.nl/parkingdata/v2/static/c97fadbb-b76f-479c-92a2-aa10616e72db,,0,c97fadbb-b76f-479c-92a2-aa10616e72db,51.6159265342175,5.54461287769051,,,,,onstreet,onstreet,0,,0,,0,1
2066,"Transfaal Groothandelsmarkt",https://npropendata.rdw.nl/parkingdata/v2/static/d5735839-2cba-4263-adee-c0539b817015,,0,d5735839-2cba-4263-adee-c0539b817015,52.0619856785474,4.30307814493101,,,,,onstreet,onstreet,0,,0,,0,0
2067,"Straatparkeren Rayon H (Zeist)",https://npropendata.rdw.nl/parkingdata/v2/static/5cec1e78-8ac0-4c53-b4a9-b915f8ca6fe1,,0,5cec1e78-8ac0-4c53-b4a9-b915f8ca6fe1,52.0874182452015,5.23841718888356,,,,,onstreet,onstreet,0,,0,,0,1
2068,Morgenstond,https://npropendata.rdw.nl/parkingdata/v2/static/be5d33fe-b5d9-4ff7-9e2c-c90b281e41ab,,0,be5d33fe-b5d9-4ff7-9e2c-c90b281e41ab,52.0484176503637,4.27618958496387,,,,,onstreet,onstreet,0,,0,,0,1
2069,"Straatparkeren Bosweg (Noordwijk)",https://npropendata.rdw.nl/parkingdata/v2/static/38800eb4-3f11-40bf-901f-e1def38c6a85,,0,38800eb4-3f11-40bf-901f-e1def38c6a85,,,,,,,onstreet,onstreet,0,,0,,0,1
2070,"Bos en Lommer",https://npropendata.rdw.nl/parkingdata/v2/static/b4ff63c5-a77c-4031-af66-fd93707190d9,https://npropendata.rdw.nl/parkingdata/v2/dynamic/b4ff63c5-a77c-4031-af66-fd93707190d9,1,b4ff63c5-a77c-4031-af66-fd93707190d9,52.3792458,4.845362,,,,,average,garage,1,569,0,195.0,1,0
2071,"WP60A Westerpark 1.4 Frederik Hendrik en Hugo de Grootbuurt",https://npropendata.rdw.nl/parkingdata/v2/static/5b6fe769-3ba4-420b-b4e9-5d3700804eff,,0,5b6fe769-3ba4-420b-b4e9-5d3700804eff,52.3766912000725,4.8738685322368,,,,,onstreet,onstreet,0,,0,,0,0
2072,"Carpool Stolpen N9 (Schagerbrug)",https://npropendata.rdw.nl/parkingdata/v2/static/fc50354c-bc11-4210-bc49-1b53eebc4f65,,0,fc50354c-bc11-4210-bc49-1b53eebc4f65,52.810359,4.735303,,,,,average,carpool,1,13,0,0.0,1,1
2073,Stadhuisplein,https://npropendata.rdw.nl/parkingdata/v2/static/e78e5b4e-b9c4-4e74-b486-554d5bd326ac,https://npropendata.rdw.nl/parkingdata/v2/dynamic/e78e5b4e-b9c4-4e74-b486-554d5bd326ac,1,e78e5b4e-b9c4-4e74-b486-554d5bd326ac,51.4354439,5.48029,,,,,average,garage,1,307,0,210.0,1,0
2074,"Zone 721",https://npropendata.rdw.nl/parkingdata/v2/static/417cc17d-f491-4537-8a02-d18a6ece611b,,0,417cc17d-f491-4537-8a02-d18a6ece611b,51.9315754699698,4.46144768248669,,,,,onstreet,onstreet,0,,0,,0,1
2075,"P+R Hoogvliet (Rotterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/06f4f9f8-9763-4491-89a1-69bab5004f69,,0,06f4f9f8-9763-4491-89a1-69bab5004f69,51.859501,4.365646,,,,,average,"park and ride",1,229,0,0.0,1,1
2076,"OZ31-03_U3 Olympiaplein 10c sport za 09-21",https://npropendata.rdw.nl/parkingdata/v2/static/be8d47db-03a3-4069-8b9f-d4951d9b1a1a,,0,be8d47db-03a3-4069-8b9f-d4951d9b1a1a,52.3482129330607,4.86598073618372,,,,,onstreet,onstreet,0,,0,,0,0
2077,"Straatparkeren Torenweide (Sluis)",https://npropendata.rdw.nl/parkingdata/v2/static/ce771809-4ef2-4276-849c-5006b6cc79c9,,0,ce771809-4ef2-4276-849c-5006b6cc79c9,51.326077336434,3.48254601458941,,,,,onstreet,onstreet,0,,0,,0,1
2078,"P+R Piet Mondriaanplein",https://npropendata.rdw.nl/parkingdata/v2/static/b9211697-075c-4142-aab8-8eecf92f2161,https://npropendata.rdw.nl/parkingdata/v2/dynamic/b9211697-075c-4142-aab8-8eecf92f2161,1,b9211697-075c-4142-aab8-8eecf92f2161,52.154583,5.371542,,,,,average,garage,1,491,0,210.0,1,0
2079,"Parkeerterrien Sporthal",https://npropendata.rdw.nl/parkingdata/v2/static/5ec08628-9537-4560-96d0-db3d2d3b836a,,0,5ec08628-9537-4560-96d0-db3d2d3b836a,53.0500820713527,4.79643115395459,,,,,onstreet,onstreet,0,,0,,0,1
2080,"Sander Israels-Plein",https://npropendata.rdw.nl/parkingdata/v2/static/318c7bfc-d512-4550-b23f-6fb17a155ae6,,0,318c7bfc-d512-4550-b23f-6fb17a155ae6,53.1060010461556,6.09587785489409,,,,,onstreet,onstreet,0,,0,,0,1
2081,Coldstream,https://npropendata.rdw.nl/parkingdata/v2/static/c7aa9c57-6806-454c-88ca-1262e4c94549,,0,c7aa9c57-6806-454c-88ca-1262e4c94549,52.2677900684571,6.78749415784324,,,,,onstreet,onstreet,0,,1,,0,1
2082,"Carpoolparkeren Middelstum, Delleweg, Huizinge (Loppersum)",https://npropendata.rdw.nl/parkingdata/v2/static/fe035714-d997-434f-bfe3-211fd716a3c6,,0,fe035714-d997-434f-bfe3-211fd716a3c6,,,,,,,bad,carpool,0,,0,,0,1
2083,"T12A ma-za 09-24 zo 12-24",https://npropendata.rdw.nl/parkingdata/v2/static/2e64e16a-f713-46d5-95da-2b03028f673b,,0,2e64e16a-f713-46d5-95da-2b03028f673b,52.3671848400581,4.90549658978956,,,,,onstreet,onstreet,0,,0,,0,1
2084,"Rinck Bockemakade",https://npropendata.rdw.nl/parkingdata/v2/static/05b1909c-843b-4391-bbd3-dbe7324c7689,,0,05b1909c-843b-4391-bbd3-dbe7324c7689,53.0287789207355,5.66020215575808,,,,,onstreet,onstreet,0,,0,,0,1
2085,"In de Bogaard P2 (Rijswijk)",https://npropendata.rdw.nl/parkingdata/v2/static/827c924b-d8e1-4d43-887f-0fbd85ddfbb1,,0,827c924b-d8e1-4d43-887f-0fbd85ddfbb1,52.039181,4.31132,,,,,average,garage,1,740,0,2.1,1,1
2086,"kasteel Traverse - Trias",https://npropendata.rdw.nl/parkingdata/v2/static/8aa9d927-c45f-4240-8c58-0794c03af158,,0,8aa9d927-c45f-4240-8c58-0794c03af158,51.477368821323,5.65903622733334,,,,,onstreet,onstreet,0,,0,,0,1
2087,"Overlooprayon tbv Wittevrouwen",https://npropendata.rdw.nl/parkingdata/v2/static/3ea181b8-8c39-446b-858d-54e905faa65f,,0,3ea181b8-8c39-446b-858d-54e905faa65f,,,,,,,onstreet,onstreet,0,,0,,0,0
2088,"Zakelijk gebied 13",https://npropendata.rdw.nl/parkingdata/v2/static/ea67b8e4-c5b7-496d-8324-6d64afa2b77a,,0,ea67b8e4-c5b7-496d-8324-6d64afa2b77a,52.083622638572,5.1337071391266,,,,,onstreet,onstreet,0,,0,,0,0
2089,"P+R Station Oss West, de Wildestraat, Oss (Oss)",https://npropendata.rdw.nl/parkingdata/v2/static/01c139ae-bbc9-4eb9-a082-0fc2d90519d7,,0,01c139ae-bbc9-4eb9-a082-0fc2d90519d7,,,,,,,bad,"park and ride",0,,0,,0,1
2090,Oosterpoort,https://npropendata.rdw.nl/parkingdata/v2/static/ba9ac344-01b0-41e0-a131-a413536a8b0e,,0,ba9ac344-01b0-41e0-a131-a413536a8b0e,53.2121972383072,6.57926798425595,,,,,onstreet,onstreet,0,,1,,0,1
2091,"Laakkwartier  Noorderkroonstraat max 120 minuten",https://npropendata.rdw.nl/parkingdata/v2/static/1092af85-5da5-4570-a670-53897090d592,,0,1092af85-5da5-4570-a670-53897090d592,52.0533116998697,4.3124287364268,,,,,onstreet,onstreet,0,,0,,0,1
2092,"Binnenstad max 1 uur",https://npropendata.rdw.nl/parkingdata/v2/static/cdf75ad6-a19b-44fa-b055-4fa80edefdf2,,0,cdf75ad6-a19b-44fa-b055-4fa80edefdf2,51.5589289874603,5.08371353750489,,,,,onstreet,onstreet,0,,1,,0,1
2093,Oranjestraat,https://npropendata.rdw.nl/parkingdata/v2/static/fc584a4a-2cd2-40b3-806d-a9ebf63f0f8f,,0,fc584a4a-2cd2-40b3-806d-a9ebf63f0f8f,52.3596996515656,6.66626703349941,,,,,onstreet,onstreet,0,,1,0.0,0,1
2094,"Garage Wolfsberg (Deurne)",https://npropendata.rdw.nl/parkingdata/v2/static/9d0e77ba-fb27-4c26-a568-f087a189dce1,,0,9d0e77ba-fb27-4c26-a568-f087a189dce1,51.462046,5.79532,,,,,average,garage,1,361,0,1.9,1,1
2095,"Garage Beestenmarkt (Amersfoort)",https://npropendata.rdw.nl/parkingdata/v2/static/c5a9aa31-a4c0-4296-8c0f-4e6a56950b09,http://opd.it-t.nl/data/parkingdata/v1/amersfoort/dynamic/amersfoort_900000001.json,0,c5a9aa31-a4c0-4296-8c0f-4e6a56950b09,52.15583,5.39493,,,,,average,garage,1,365,0,1.95,1,1
2096,"Centrum Geleen",https://npropendata.rdw.nl/parkingdata/v2/static/2e57da00-9717-4dde-8c0b-54c2c5c6afe9,,0,2e57da00-9717-4dde-8c0b-54c2c5c6afe9,50.9697812761327,5.82747963241379,,,,,onstreet,onstreet,0,,0,,0,1
2097,"P+R Station de Vink, Trompplein, Voorschoten (Voorschoten)",https://npropendata.rdw.nl/parkingdata/v2/static/9f57e127-a06d-4567-be93-310dc5f5254b,,0,9f57e127-a06d-4567-be93-310dc5f5254b,,,,,,,bad,"park and ride",0,,0,,0,1
2098,"Terrein St. Anna Ziekenhuis P4 (Geldrop)",https://npropendata.rdw.nl/parkingdata/v2/static/c34d682e-1adf-4e37-8db1-739c5753688e,,0,c34d682e-1adf-4e37-8db1-739c5753688e,51.419862,5.559012,,,,,average,terrain,1,,0,0.0,1,1
2099," Bomenbuurt Laan van Meerdervoort",https://npropendata.rdw.nl/parkingdata/v2/static/fd25d68d-cf28-47a7-9bf9-2e657ffe3f11,,0,fd25d68d-cf28-47a7-9bf9-2e657ffe3f11,52.0757350720883,4.26935903584823,"Den Haag",nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
2100,Kosterbeemden,https://npropendata.rdw.nl/parkingdata/v2/static/53f4dd3b-7a77-4b7e-8833-7d788bb7b7f9,,0,53f4dd3b-7a77-4b7e-8833-7d788bb7b7f9,50.8629976721038,6.05843943334989,,,,,onstreet,onstreet,0,,0,,0,1
2101,"Vledder dagkaart Meppel straatparkeren",https://npropendata.rdw.nl/parkingdata/v2/static/0524ad8f-9f59-4c6a-8c2c-ff594eab1a0f,,0,0524ad8f-9f59-4c6a-8c2c-ff594eab1a0f,52.6903382989199,6.18447271806571,,,,,onstreet,onstreet,0,,0,,0,1
2102,Keppelstraat,https://npropendata.rdw.nl/parkingdata/v2/static/045fa940-d2b8-48a9-8bcd-572ca737ec92,,0,045fa940-d2b8-48a9-8bcd-572ca737ec92,53.3244042599158,5.99895499226776,,,,,onstreet,onstreet,0,,0,,0,1
2103,"P+R Stationsweg (MariÃ«nberg)",https://npropendata.rdw.nl/parkingdata/v2/static/008dd575-5482-492a-a09d-636767a13289,,0,008dd575-5482-492a-a09d-636767a13289,52.508572,6.572903,,,,,average,"park and ride",1,51,0,0.0,1,1
2104,"SDM Sector E",https://npropendata.rdw.nl/parkingdata/v2/static/8a45e0f5-8792-4a2a-82c5-bfea87fd3e98,,0,8a45e0f5-8792-4a2a-82c5-bfea87fd3e98,51.9215163066095,4.40498694816046,,,,,onstreet,onstreet,0,,0,,0,0
2105,"Julianaplein Oost",https://npropendata.rdw.nl/parkingdata/v2/static/f9f3fd2f-3592-42f7-8256-e24bf2a4e7a3,,0,f9f3fd2f-3592-42f7-8256-e24bf2a4e7a3,51.6885504987226,5.2950634140057,,,,,onstreet,onstreet,0,,0,,0,1
2106,Centrumzone,https://npropendata.rdw.nl/parkingdata/v2/static/9e96c8ea-3978-4683-8668-ac08375c2353,,0,9e96c8ea-3978-4683-8668-ac08375c2353,51.5884043672856,4.7764048742447,,,,,onstreet,onstreet,0,,0,,0,1
2107,"P+R Hoensbroek (Hoensbroek)",https://npropendata.rdw.nl/parkingdata/v2/static/f8bcfb36-927a-470b-bb1c-c324d92d0089,,0,f8bcfb36-927a-470b-bb1c-c324d92d0089,50.905943,5.930031,,,,,good,"park and ride",1,15,1,0.0,1,1
2108,"Neerhem (oostzijde)",https://npropendata.rdw.nl/parkingdata/v2/static/8ffc1b5d-c362-436d-85a7-9033283f98e8,,0,8ffc1b5d-c362-436d-85a7-9033283f98e8,50.8595081345973,5.83477978542787,,,,,onstreet,onstreet,0,,0,,0,1
2109,"Carpool Lemelerveld N348 (Lemelerveld)",https://npropendata.rdw.nl/parkingdata/v2/static/fcf9956d-dce3-4f93-a011-96380339069e,,0,fcf9956d-dce3-4f93-a011-96380339069e,52.441967,6.339468,,,,,good,carpool,1,7,1,0.0,1,1
2110,"Garage Kanaalweg (Middelburg)",https://npropendata.rdw.nl/parkingdata/v2/static/9404f581-7630-442c-baa5-3778e0131aa7,,0,9404f581-7630-442c-baa5-3778e0131aa7,51.496588,3.621894,,,,,average,garage,1,,0,0.0,1,1
2111,"Straatparkeren Tramstraat (Eindhoven)",https://npropendata.rdw.nl/parkingdata/v2/static/b504ecf7-12f7-490e-9baa-d9b6e78dd4b7,,0,b504ecf7-12f7-490e-9baa-d9b6e78dd4b7,,,,,,,onstreet,onstreet,0,,0,,0,1
2112,"Garage De Olmen (Bussem)",https://npropendata.rdw.nl/parkingdata/v2/static/b34eaf06-ba87-4b71-b380-866cf111e75d,,0,b34eaf06-ba87-4b71-b380-866cf111e75d,,,,,,,bad,garage,0,,0,,0,1
