id,name,staticDataUrl,dynamicDataUrl,limitedAccess,uuid,latitude,longitude,city,country_code,province,region,mark,usage,accessPoints,capacity,contactPersons,minimumHeightInMeters,openingTimes,tariffs
2113,"Verlengde Spoorstraat",https://npropendata.rdw.nl/parkingdata/v2/static/3dd03e1f-9d32-4550-b75f-99f7a1ed8bd8,,0,3dd03e1f-9d32-4550-b75f-99f7a1ed8bd8,52.792048630397,6.89914477779263,,,,,onstreet,onstreet,0,,0,,0,1
2114,"Straatparkeren Gagelstraat (Eindhoven)",https://npropendata.rdw.nl/parkingdata/v2/static/8534e562-67c2-44de-8f72-e28df1306a4e,,0,8534e562-67c2-44de-8f72-e28df1306a4e,51.4406333616157,5.47085543212366,,,,,onstreet,onstreet,0,,0,,0,1
2115,"Centrum zuidoost",https://npropendata.rdw.nl/parkingdata/v2/static/d1e28fb5-c7cd-4c21-ab5a-74d035848da0,,0,d1e28fb5-c7cd-4c21-ab5a-74d035848da0,52.6282241134397,4.75198379784101,,,,,onstreet,onstreet,0,,0,,0,1
2116,"Veersedam Midden",https://npropendata.rdw.nl/parkingdata/v2/static/de5b4a71-aa3e-436e-ac6d-9276de566bcc,,0,de5b4a71-aa3e-436e-ac6d-9276de566bcc,51.5871443799975,3.63502890879807,,,,,onstreet,onstreet,0,,0,,0,1
2117,"Carpool Baarn Eembrugge A1 (Eemnes)",https://npropendata.rdw.nl/parkingdata/v2/static/fa191fde-6e8c-45ed-ba7e-c6ce81bd9e1f,,0,fa191fde-6e8c-45ed-ba7e-c6ce81bd9e1f,52.220298,5.306805,,,,,average,carpool,1,17,0,0.0,1,1
2118,Oranjewal,https://npropendata.rdw.nl/parkingdata/v2/static/502a2492-fab8-4d40-8c27-f7a6954f6381,,0,502a2492-fab8-4d40-8c27-f7a6954f6381,53.3277534576706,5.99876587270647,,,,,onstreet,onstreet,0,,0,,0,1
2119,"Veemarktplein Almastraat",https://npropendata.rdw.nl/parkingdata/v2/static/1abfc237-5285-4c89-8b07-b81588329731,,0,1abfc237-5285-4c89-8b07-b81588329731,53.0305092332951,5.65433963116667,,,,,onstreet,onstreet,0,,0,,0,1
2120,Station,https://npropendata.rdw.nl/parkingdata/v2/static/24934a22-77b9-4632-8d29-b555cb1887f2,,0,24934a22-77b9-4632-8d29-b555cb1887f2,51.5833470064072,5.31807771277292,,,,,onstreet,onstreet,0,,0,,0,1
2121,"Kleine Breedstraat, Kleine Oosterstraat",https://npropendata.rdw.nl/parkingdata/v2/static/d1f2013d-d04b-4be2-be52-3861e4f4e986,,0,d1f2013d-d04b-4be2-be52-3861e4f4e986,53.3260335814784,6.00003048101172,,,,,onstreet,onstreet,0,,0,,0,1
2122,"Onder de Boompjes",https://npropendata.rdw.nl/parkingdata/v2/static/a5b46e27-589c-44e6-a7f3-d5f612450a38,,0,a5b46e27-589c-44e6-a7f3-d5f612450a38,52.642361528844,5.06057126782268,,,,,onstreet,onstreet,0,,0,,0,1
2123,"P+R Parallelweg, Dodewaard (Neder-Betuwe)",https://npropendata.rdw.nl/parkingdata/v2/static/c094fd57-22d4-4c71-a428-40af59e22b41,,0,c094fd57-22d4-4c71-a428-40af59e22b41,,,,,,,bad,"park and ride",0,,0,,0,1
2124,"Straatparkeren Nieuwstad (Doetinchem)",https://npropendata.rdw.nl/parkingdata/v2/static/6972bc4d-08aa-4141-9da6-89bfc8039ad2,,0,6972bc4d-08aa-4141-9da6-89bfc8039ad2,51.9652607487816,6.29124873787388,,,,,onstreet,onstreet,0,,0,,0,1
2125,"De Boreel",https://npropendata.rdw.nl/parkingdata/v2/static/cca8eb08-9e4c-4657-8724-3bc2c2654dfd,https://npropendata.rdw.nl/parkingdata/v2/dynamic/cca8eb08-9e4c-4657-8724-3bc2c2654dfd,1,cca8eb08-9e4c-4657-8724-3bc2c2654dfd,52.25325,6.164703,,,,,average,garage,1,670,0,200.0,1,0
2126,"P+R Station Duiven (Duiven)",https://npropendata.rdw.nl/parkingdata/v2/static/3c146c06-103b-4721-9aba-0ef5f0534082,,0,3c146c06-103b-4721-9aba-0ef5f0534082,51.943437,6.015142,,,,,average,"park and ride",1,88,0,0.0,1,1
2127,Dagkaart,https://npropendata.rdw.nl/parkingdata/v2/static/20cf30de-e6ad-4835-afca-64afea4df28c,,0,20cf30de-e6ad-4835-afca-64afea4df28c,52.6406333398278,4.74182758979204,,,,,onstreet,onstreet,0,,0,,0,1
2128,Zaandam12,https://npropendata.rdw.nl/parkingdata/v2/static/5f9d3188-4fbb-41b7-83d7-689bfcabb626,,0,5f9d3188-4fbb-41b7-83d7-689bfcabb626,52.4418624544852,4.82865809865986,,,,,onstreet,onstreet,0,,0,,0,1
2129,"Garage In de Hoven (Delft)",https://npropendata.rdw.nl/parkingdata/v2/static/1c65ef37-e4a3-4be2-8dab-288afe1db895,,0,1c65ef37-e4a3-4be2-8dab-288afe1db895,51.99858,4.354541,,,,,average,garage,1,600,0,1.9,1,1
2130,"Zone 720",https://npropendata.rdw.nl/parkingdata/v2/static/a7572703-d35e-4197-90e9-d6dc73d672df,,0,a7572703-d35e-4197-90e9-d6dc73d672df,51.9343681590731,4.46200298963767,,,,,onstreet,onstreet,0,,0,,0,1
2131,"Straatparkeren Straelenstroen West (Wageningen)",https://npropendata.rdw.nl/parkingdata/v2/static/67b0e73f-39de-4753-a969-42c88e9a1eb9,,0,67b0e73f-39de-4753-a969-42c88e9a1eb9,51.9650644502589,5.65963928390627,,,,,onstreet,onstreet,0,,0,,0,1
2132,"Pijlsweerd Noord",https://npropendata.rdw.nl/parkingdata/v2/static/ed5d4918-2e34-43f6-90b2-a98e210136bd,,0,ed5d4918-2e34-43f6-90b2-a98e210136bd,52.1008536706197,5.10783038147007,,,,,onstreet,onstreet,0,,0,,0,1
2133,"P+R Krakelingweg, Zeist (Zeist)",https://npropendata.rdw.nl/parkingdata/v2/static/b62ef50e-00a3-43dd-a908-b0096e3a3d98,,0,b62ef50e-00a3-43dd-a908-b0096e3a3d98,,,,,,,bad,"park and ride",0,,0,,0,1
2134,"T14A_H01 ma-za 09-24",https://npropendata.rdw.nl/parkingdata/v2/static/d2c849d7-068a-43c3-b4e3-c021b1e969b1,,0,d2c849d7-068a-43c3-b4e3-c021b1e969b1,,,,,,,onstreet,onstreet,0,,0,,0,1
2135,"OW20_U09 De Clercq WS",https://npropendata.rdw.nl/parkingdata/v2/static/7b52bdb3-b804-4c36-9b6b-b91e918e3ac8,,0,7b52bdb3-b804-4c36-9b6b-b91e918e3ac8,52.3707761264395,4.8695763760319,,,,,onstreet,onstreet,0,,0,,0,0
2136,Keesomlaan,https://npropendata.rdw.nl/parkingdata/v2/static/795f1832-becb-4f5e-a8a1-725e50038354,,0,795f1832-becb-4f5e-a8a1-725e50038354,53.0527835892331,4.798541372881,,,,,onstreet,onstreet,0,,0,,0,1
2137,"T14C ma-za 09-19",https://npropendata.rdw.nl/parkingdata/v2/static/c7a3e02c-ec74-41b9-9fa6-88cbfdcaadc1,,0,c7a3e02c-ec74-41b9-9fa6-88cbfdcaadc1,52.4659885843777,-4.36265207292939,,,,,onstreet,onstreet,0,,0,,0,1
2138,"GAR032P05O P5 Openbaar Zuidoost",https://npropendata.rdw.nl/parkingdata/v2/static/273816c2-de76-4e49-8d50-2a5c724e09af,,0,273816c2-de76-4e49-8d50-2a5c724e09af,,,,,,,onstreet,onstreet,0,,0,,0,0
2139,"T13B_U05 WS Spaarndammerstraat",https://npropendata.rdw.nl/parkingdata/v2/static/970ab075-6e59-4a46-ac33-7548f217f41c,,0,970ab075-6e59-4a46-ac33-7548f217f41c,52.3903460650698,4.87873465326226,,,,,onstreet,onstreet,0,,0,,0,1
2140,"Schilregeling tbv vergunning B",https://npropendata.rdw.nl/parkingdata/v2/static/b020ef65-42de-4854-88dc-3d8d0af53f33,,0,b020ef65-42de-4854-88dc-3d8d0af53f33,,,,,,,onstreet,onstreet,0,,0,,0,1
2141,Kerkplein,https://npropendata.rdw.nl/parkingdata/v2/static/5c6e2515-973d-4358-83dc-c52264ffcd24,,0,5c6e2515-973d-4358-83dc-c52264ffcd24,50.8646722624228,6.06050999607845,,,,,onstreet,onstreet,0,,0,,0,1
2142,"P+R Transferium",https://npropendata.rdw.nl/parkingdata/v2/static/1fd837f8-13d5-4c8b-9f92-e88448dc6a10,https://npropendata.rdw.nl/parkingdata/v2/dynamic/1fd837f8-13d5-4c8b-9f92-e88448dc6a10,1,1fd837f8-13d5-4c8b-9f92-e88448dc6a10,51.00169,5.857022,,,,,average,garage,1,525,0,190.0,1,0
2143,"Zone 910",https://npropendata.rdw.nl/parkingdata/v2/static/a498ff9c-52f5-46e9-b92d-e06788533a92,,0,a498ff9c-52f5-46e9-b92d-e06788533a92,51.8828270767675,4.53452896338055,,,,,onstreet,onstreet,0,,0,,0,1
2144,"Oude Moolweg, Renesse - alleen betaald parkeren 01-04 tm 31-10",https://npropendata.rdw.nl/parkingdata/v2/static/32ab6fe7-15f3-4722-a611-5bce58672a7a,,0,32ab6fe7-15f3-4722-a611-5bce58672a7a,51.733214184893,3.77251055486699,,,,,onstreet,onstreet,0,,0,,0,1
2145,Paleiskwartier,https://npropendata.rdw.nl/parkingdata/v2/static/4ace80fa-2bfa-4cea-9e75-6a883739e5dd,,0,4ace80fa-2bfa-4cea-9e75-6a883739e5dd,51.6874524991377,5.28945935729701,,,,,onstreet,onstreet,0,,0,,0,1
2146,"Dig Vergunningen Bloemenkwartier Noord",https://npropendata.rdw.nl/parkingdata/v2/static/69053e59-8603-49c9-9037-882c1e55c035,,0,69053e59-8603-49c9-9037-882c1e55c035,52.2177885648511,5.16956410778478,,,,,onstreet,onstreet,0,,0,,0,1
2147,"GRV009WP Garage Willemspoort",https://npropendata.rdw.nl/parkingdata/v2/static/55fb619f-465f-4b1d-80d5-db613ae39e58,,0,55fb619f-465f-4b1d-80d5-db613ae39e58,,,,,,,onstreet,onstreet,0,,0,,0,0
2148,"P + R Station Kruiningen-Yerseke, Stationsweg, Kruiningen (Riemerswaal)",https://npropendata.rdw.nl/parkingdata/v2/static/04fa8bd1-cf22-4187-bb62-40fd100e8178,,0,04fa8bd1-cf22-4187-bb62-40fd100e8178,,,,,,,bad,"park and ride",0,,0,,0,1
2149,Zone2a,https://npropendata.rdw.nl/parkingdata/v2/static/e32e36fe-d338-4785-96db-3ac576fd1a52,,0,e32e36fe-d338-4785-96db-3ac576fd1a52,51.2572402258887,5.71062015562691,,,,,onstreet,onstreet,0,,0,,0,1
2150,Zaandam1,https://npropendata.rdw.nl/parkingdata/v2/static/026dc341-80dc-4def-8471-c7bd3caa2b7f,,0,026dc341-80dc-4def-8471-c7bd3caa2b7f,52.4385984763044,4.81997129088538,,,,,onstreet,onstreet,0,,0,,0,1
2151,Stationsplein,https://npropendata.rdw.nl/parkingdata/v2/static/7a11d743-2027-4d1a-9efd-d686d11298f5,,0,7a11d743-2027-4d1a-9efd-d686d11298f5,51.4760741691976,5.66167399362124,,,,,onstreet,onstreet,0,,0,,0,1
2152,"Zone 12",https://npropendata.rdw.nl/parkingdata/v2/static/34863dad-5bc7-4ad1-a27f-2115d5ff985d,,0,34863dad-5bc7-4ad1-a27f-2115d5ff985d,51.9233855648524,4.48433154804396,,,,,onstreet,onstreet,0,,0,,0,1
2153,"Carpool Hoorn De Leekerlanden A7 (Berkhout)",https://npropendata.rdw.nl/parkingdata/v2/static/a8f2d504-9ead-4fa6-99ed-c4ef2688384c,,0,a8f2d504-9ead-4fa6-99ed-c4ef2688384c,52.648723,5.033212,,,,,average,carpool,1,175,0,0.0,1,1
2154,"Garage Parking Liesveld (Vlaardingen)",https://npropendata.rdw.nl/parkingdata/v2/static/226e334b-3fdd-4aaa-bddf-a6b10a3c98ee,,0,226e334b-3fdd-4aaa-bddf-a6b10a3c98ee,51.910697,4.339457,,,,,average,garage,1,398,0,2.0,1,1
2155,"Sint Maartenspoort-Noord",https://npropendata.rdw.nl/parkingdata/v2/static/123db76c-9d04-461e-8ee0-8478180f5b33,,0,123db76c-9d04-461e-8ee0-8478180f5b33,50.8557328682173,5.70032249958148,,,,,onstreet,onstreet,0,,0,,0,0
2156,"Garage The Edge (Amsterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/b2511737-3129-42e8-88ce-0b8afbf6ceec,,0,b2511737-3129-42e8-88ce-0b8afbf6ceec,52.337367,4.862596,,,,,average,garage,1,370,0,2.0,1,1
2157,Laakkwartier-Oost,https://npropendata.rdw.nl/parkingdata/v2/static/636859fc-7062-49c1-a96e-3855e52e645f,,0,636859fc-7062-49c1-a96e-3855e52e645f,,,,,,,onstreet,onstreet,0,,0,,0,0
2158,Leeuwarderweg,https://npropendata.rdw.nl/parkingdata/v2/static/441c0614-e581-4b3c-86f5-985fb885acd5,,0,441c0614-e581-4b3c-86f5-985fb885acd5,53.0340496551199,5.66625572360821,,,,,onstreet,onstreet,0,,0,,0,1
2159,"Garage Boscotondo (Helmond)",https://npropendata.rdw.nl/parkingdata/v2/static/02e59948-408b-432f-bf6d-a7709844aa23,,0,02e59948-408b-432f-bf6d-a7709844aa23,51.478252,5.649757,,,,,average,garage,1,279,0,0.0,1,1
2160,"ZB67C Oost-8",https://npropendata.rdw.nl/parkingdata/v2/static/b04f6825-521e-45a3-ad56-693fb741a7ba,,0,b04f6825-521e-45a3-ad56-693fb741a7ba,52.3691039002224,4.95131654637337,,,,,onstreet,onstreet,0,,0,,0,0
2161,"ZD03B_U05  2e vd Helst 10c sport za 09-24",https://npropendata.rdw.nl/parkingdata/v2/static/e4d88355-bc40-465b-80c0-0c846dc8f57b,,0,e4d88355-bc40-465b-80c0-0c846dc8f57b,52.3493031978827,4.89484292323295,,,,,onstreet,onstreet,0,,0,,0,0
2162,"Terrein Burg. Van Dijkeplein (Ede)",https://npropendata.rdw.nl/parkingdata/v2/static/ea92d135-a395-478f-b141-dd61f6cd0738,,0,ea92d135-a395-478f-b141-dd61f6cd0738,52.041232,5.670536,,,,,onstreet,onstreet,1,123,0,0.0,1,1
2163,Zone1e,https://npropendata.rdw.nl/parkingdata/v2/static/1261d3c2-2876-4704-b63b-53dd4b1df526,,0,1261d3c2-2876-4704-b63b-53dd4b1df526,51.2517304794993,5.70698624041951,,,,,onstreet,onstreet,0,,0,,0,1
2164,"Garage Weesperplein (Amsterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/8ff0155b-7009-4e2d-b150-ffe41327ce99,,0,8ff0155b-7009-4e2d-b150-ffe41327ce99,,,,,,,bad,garage,0,,0,,0,1
2165,"Vergunningen Sector 1",https://npropendata.rdw.nl/parkingdata/v2/static/c1640aec-8f84-479f-ad6d-1ca725054ba4,,0,c1640aec-8f84-479f-ad6d-1ca725054ba4,52.0106174917099,4.70986348885365,,,,,onstreet,onstreet,0,,0,,0,0
2166,"Terrein P19 Westeinde (Harderwijk)",https://npropendata.rdw.nl/parkingdata/v2/static/ce5aa269-cd07-494f-82a3-ea7a633349be,http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/48c15c57-c56a-4144-a14e-f2e484870e5c,0,ce5aa269-cd07-494f-82a3-ea7a633349be,52.345499,5.614572,,,,,average,terrain,1,,0,0.0,1,1
2167,"Oudwijk Noord",https://npropendata.rdw.nl/parkingdata/v2/static/51c6c082-b5d0-48f8-be5a-6983918a036a,,0,51c6c082-b5d0-48f8-be5a-6983918a036a,52.0919083448897,5.13899190334393,,,,,onstreet,onstreet,0,,0,,0,0
2168,"Parkeerterrein Hanzelaan (Zwolle)",https://npropendata.rdw.nl/parkingdata/v2/static/8d632d4a-e8a0-4a18-8c6f-c9f84140464b,http://opd.it-t.nl/Data/parkingdata/v1/zwolle/dynamic/8d632d4a-e8a0-4a18-8c6f-c9f84140464b.json,0,8d632d4a-e8a0-4a18-8c6f-c9f84140464b,52.501297,6.097804,,,,,good,terrain,1,335,1,0.0,1,1
2169,"Garage Keizer Karel (Nijmegen)",https://npropendata.rdw.nl/parkingdata/v2/static/96ec46a4-8089-49a8-8ca4-df67a5d0bdc1,http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/96ec46a4-8089-49a8-8ca4-df67a5d0bdc1,0,96ec46a4-8089-49a8-8ca4-df67a5d0bdc1,51.842178,5.85737,,,,,average,garage,1,684,0,2.1,1,1
2170,"P+R Station Wehl (Wehl)",https://npropendata.rdw.nl/parkingdata/v2/static/9872c385-b36b-48bd-82c4-a082ee2d3178,,0,9872c385-b36b-48bd-82c4-a082ee2d3178,51.957401,6.213196,,,,,average,"park and ride",1,42,0,0.0,1,1
2171,Lagendijk,https://npropendata.rdw.nl/parkingdata/v2/static/57e33d12-cfce-4ba0-97a3-41f3e9cd6137,,0,57e33d12-cfce-4ba0-97a3-41f3e9cd6137,51.8687063200013,4.59884716253503,,,,,onstreet,onstreet,0,,0,,0,1
2172,"CE02G Centrum 2 Garagegebied",https://npropendata.rdw.nl/parkingdata/v2/static/ad474351-05e4-4d32-bf7c-af4f1a31e91a,,0,ad474351-05e4-4d32-bf7c-af4f1a31e91a,,,,,,,onstreet,onstreet,0,,0,,0,0
2173,"Straatparkeren Zone 2 (Middelburg)",https://npropendata.rdw.nl/parkingdata/v2/static/63f94839-6566-46a8-bc57-c732e899c204,,0,63f94839-6566-46a8-bc57-c732e899c204,,,,,,,onstreet,onstreet,0,,0,,0,1
2174,"Amsterdamse Poort P21-P22-P24-P25",https://npropendata.rdw.nl/parkingdata/v2/static/8656c400-7e74-4086-873a-1b07f327792b,https://npropendata.rdw.nl/parkingdata/v2/dynamic/8656c400-7e74-4086-873a-1b07f327792b,1,8656c400-7e74-4086-873a-1b07f327792b,52.313427,4.954625,,,,,average,garage,1,244,0,190.0,1,0
2175,"Carpool Ulvenhout A58 (Ulvenhout)",https://npropendata.rdw.nl/parkingdata/v2/static/aa9a3987-3da0-4d9a-a614-29f144cd3c02,,0,aa9a3987-3da0-4d9a-a614-29f144cd3c02,51.539525,4.79537,,,,,average,carpool,1,20,0,0.0,1,1
2176,"P + R Station Hurdegaryp, Stationsweg, Hurdegaryp (Tytsjerksteradiel)",https://npropendata.rdw.nl/parkingdata/v2/static/8e25b0fa-1cf4-4518-a992-10ed19a78570,,0,8e25b0fa-1cf4-4518-a992-10ed19a78570,,,,,,,bad,"park and ride",0,,0,,0,0
2177,"Parkeerschijfzone max 2 uur",https://npropendata.rdw.nl/parkingdata/v2/static/280fd94e-2ee9-4ceb-bf95-aae0d1940d09,,0,280fd94e-2ee9-4ceb-bf95-aae0d1940d09,,,,,,,onstreet,onstreet,0,,0,,0,1
2178,"Garage Springweg (Utrecht)",https://npropendata.rdw.nl/parkingdata/v2/static/558ec6d7-e8e1-4683-8206-84e3f73caa6b,http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/558ec6d7-e8e1-4683-8206-84e3f73caa6b,0,558ec6d7-e8e1-4683-8206-84e3f73caa6b,52.088933,5.120147,,,,,average,garage,1,409,0,2.0,1,1
2179,"Zone 202",https://npropendata.rdw.nl/parkingdata/v2/static/a6a736af-21d9-401f-a741-d6c946ced930,,0,a6a736af-21d9-401f-a741-d6c946ced930,51.8884307086215,4.48410811414173,,,,,onstreet,onstreet,0,,0,,0,1
2180,"Garage Roermondsepoort (Venlo)",https://npropendata.rdw.nl/parkingdata/v2/static/64613891-1727-445d-b778-8595270a104a,,0,64613891-1727-445d-b778-8595270a104a,51.368458,6.165143,,,,,average,garage,1,450,0,2.1,1,1
2181,"Carpool Stroe A1/N310 (Stroe)",https://npropendata.rdw.nl/parkingdata/v2/static/77cdab94-627f-4296-b18f-9b83ad172142,,0,77cdab94-627f-4296-b18f-9b83ad172142,52.212385,5.705559,,,,,average,carpool,1,25,0,0.0,1,1
2182,Westergasfabriek,https://npropendata.rdw.nl/parkingdata/v2/static/ba803d0a-83ae-402f-b18d-ebbe6933ef6a,https://npropendata.rdw.nl/parkingdata/v2/dynamic/ba803d0a-83ae-402f-b18d-ebbe6933ef6a,1,ba803d0a-83ae-402f-b18d-ebbe6933ef6a,52.3845367,4.866162,,,,,average,garage,1,484,0,210.0,1,0
2183,"P+R Station Twello, Stationsplein, Twello (Voorst)",https://npropendata.rdw.nl/parkingdata/v2/static/f96561b4-e8c6-4291-a14b-bd3fe879e5e0,,0,f96561b4-e8c6-4291-a14b-bd3fe879e5e0,,,,,,,bad,"park and ride",0,,0,,0,1
2184,"Valkenboskwartier Loosduinseweg",https://npropendata.rdw.nl/parkingdata/v2/static/d86ca9e6-36c4-4baa-837d-c82ab04642af,,0,d86ca9e6-36c4-4baa-837d-c82ab04642af,52.0705985899908,4.28313210508781,,,,,onstreet,onstreet,0,,0,,0,1
2185,"Schilderswijk West marktregeling",https://npropendata.rdw.nl/parkingdata/v2/static/fba6d7ad-a83d-4274-bc66-d87e4cbdf66e,,0,fba6d7ad-a83d-4274-bc66-d87e4cbdf66e,52.0655526391883,4.30310630084443,,,,,onstreet,onstreet,0,,0,,0,1
2186,"P+R Station Holten, waagweg, Holten (Rijssen- Holten)",https://npropendata.rdw.nl/parkingdata/v2/static/bd12ae38-54b4-4556-a150-447009d40a9e,,0,bd12ae38-54b4-4556-a150-447009d40a9e,,,,,,,bad,"park and ride",0,,0,,0,1
2187,"Vergunning Bewoners Betaald-parkeergebied, Ten Oeverstraat",https://npropendata.rdw.nl/parkingdata/v2/static/5f7a90f9-84ae-41de-a2d1-b9b851eb621b,,0,5f7a90f9-84ae-41de-a2d1-b9b851eb621b,52.7266204765266,6.47898555205376,,,,,onstreet,onstreet,0,,0,,0,1
2188,"SB40_U02 BAA1 overige WS",https://npropendata.rdw.nl/parkingdata/v2/static/08e11cc2-f841-4f33-841c-5ed6988492b7,,0,08e11cc2-f841-4f33-841c-5ed6988492b7,,,,,,,onstreet,onstreet,0,,0,,0,0
2189,"Blauwe Zone",https://npropendata.rdw.nl/parkingdata/v2/static/8e61beb0-d7f0-4f3a-820d-62bca521bf9b,,0,8e61beb0-d7f0-4f3a-820d-62bca521bf9b,51.7287114623196,5.87861868257589,,,,,onstreet,onstreet,0,,0,,0,1
2190,"Parkeergarage 013-Tivoli (Tilburg)",https://npropendata.rdw.nl/parkingdata/v2/static/da570813-b3f6-4676-b5d3-4bb8e759eb50,http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/a89f5b00-3759-43d0-829e-58dc01173bf6,0,da570813-b3f6-4676-b5d3-4bb8e759eb50,51.558915,5.093035,,,,,good,garage,1,775,1,1.9,1,1
2191,"Garage Frankrijklaan (Zoetermeer)",https://npropendata.rdw.nl/parkingdata/v2/static/66064833-b1d9-44f6-9aec-79eb25ed255d,,0,66064833-b1d9-44f6-9aec-79eb25ed255d,52.060735,4.494145,,,,,average,garage,1,117,0,1.9,1,1
2192,"Garage Cityplaza (Nieuwegein)",https://npropendata.rdw.nl/parkingdata/v2/static/30ecc257-b4e4-4092-b308-8d5ec47df714,,0,30ecc257-b4e4-4092-b308-8d5ec47df714,,,,,,,bad,garage,0,,0,,0,0
2193,"P+R Station 't Harde ('t Harde)",https://npropendata.rdw.nl/parkingdata/v2/static/60ef7bde-ff67-47e7-8675-7fa83edd15d2,,0,60ef7bde-ff67-47e7-8675-7fa83edd15d2,52.408169,5.891938,,,,,average,"park and ride",1,77,0,0.0,1,1
2194,"Parkeerterrein Assendorp (Zwolle)",https://npropendata.rdw.nl/parkingdata/v2/static/34c86f84-e3f0-4b2d-a600-863050574329,,0,34c86f84-e3f0-4b2d-a600-863050574329,52.5065180429312,6.10271308107223,,,,,onstreet,onstreet,0,,1,,0,1
2195,"Sector C",https://npropendata.rdw.nl/parkingdata/v2/static/34d75d32-c8f8-4927-b707-f243e5137d58,,0,34d75d32-c8f8-4927-b707-f243e5137d58,51.9136381114743,4.39947316219189,,,,,onstreet,onstreet,0,,0,,0,1
2196,"Centrum - de Admirant",https://npropendata.rdw.nl/parkingdata/v2/static/42e81435-b3a8-4fe9-8259-89b7058d5583,https://npropendata.rdw.nl/parkingdata/v2/dynamic/42e81435-b3a8-4fe9-8259-89b7058d5583,1,42e81435-b3a8-4fe9-8259-89b7058d5583,51.4402847,5.476405,,,,,average,garage,1,323,0,190.0,1,0
2197,"Straatparkeren Zeeweg (Sluis)",https://npropendata.rdw.nl/parkingdata/v2/static/6fe5068f-4f9f-4f37-a483-b45d2aa4fbf0,,0,6fe5068f-4f9f-4f37-a483-b45d2aa4fbf0,51.3947190359173,3.47468586400007,,,,,onstreet,onstreet,0,,0,,0,1
2198,"Straatparkeren Blauwe Torenpad (Sluis)",https://npropendata.rdw.nl/parkingdata/v2/static/2d7e52d6-d9b7-4d67-942f-cf1e03debe27,,0,2d7e52d6-d9b7-4d67-942f-cf1e03debe27,51.3071843740305,3.38230155764069,,,,,onstreet,onstreet,0,,0,,0,1
2199,"Citadellaan (Cup)",https://npropendata.rdw.nl/parkingdata/v2/static/2194640b-8ad9-4d4f-9533-19a8693cbda0,,0,2194640b-8ad9-4d4f-9533-19a8693cbda0,51.6947936263446,5.30562554805517,,,,,onstreet,onstreet,0,,0,,0,1
2200,"Vergunningen Sector 1a",https://npropendata.rdw.nl/parkingdata/v2/static/9e1721d0-8960-4859-9048-12e9e6d45822,,0,9e1721d0-8960-4859-9048-12e9e6d45822,52.0103044680539,4.70929826244722,,,,,onstreet,onstreet,0,,0,,0,0
2201,"Garage Zaans Medisch Centrum (Zaandam)",https://npropendata.rdw.nl/parkingdata/v2/static/a932e77a-2232-4105-89da-64bee2cf399f,,0,a932e77a-2232-4105-89da-64bee2cf399f,52.454296,4.827488,,,,,average,garage,1,500,0,2.1,1,1
2202,"ZB08_U01 ma-za 12-17 Geen VG Pampuslaan WS",https://npropendata.rdw.nl/parkingdata/v2/static/139e2fc4-0dfd-4836-9098-6d0270ab5b28,,0,139e2fc4-0dfd-4836-9098-6d0270ab5b28,52.3513449613151,5.0055081224654,,,,,onstreet,onstreet,0,,0,,0,0
2203,"Terrein Bunschoterplein (Ede)",https://npropendata.rdw.nl/parkingdata/v2/static/67e8c691-54a6-4b41-b7f1-437c08153a6a,,0,67e8c691-54a6-4b41-b7f1-437c08153a6a,52.048053,5.67218,,,,,onstreet,onstreet,1,120,0,0.0,1,1
2204,"P+R Stationsweg (Schagen)",https://npropendata.rdw.nl/parkingdata/v2/static/26a35956-fde5-43dd-a884-e5d55c3adf11,,0,26a35956-fde5-43dd-a884-e5d55c3adf11,52.787619,4.804688,,,,,average,"park and ride",1,114,0,0.0,1,1
2205,"T12B_U02 10c Linnaeusstraat_1",https://npropendata.rdw.nl/parkingdata/v2/static/40148d37-fd26-4675-a993-54e1cc23e291,,0,40148d37-fd26-4675-a993-54e1cc23e291,,,,,,,onstreet,onstreet,0,,0,,0,1
2206,"P+R Horvathweg Schiedam",https://npropendata.rdw.nl/parkingdata/v2/static/287934d1-9679-4e1d-9351-36afba67dacc,https://npropendata.rdw.nl/parkingdata/v2/dynamic/287934d1-9679-4e1d-9351-36afba67dacc,1,287934d1-9679-4e1d-9351-36afba67dacc,51.9212,4.410228,Schiedam,nl,Zuid-Holland,Zuidwest-Nederland,average,garage,1,64,0,210.0,1,0
2207,"Parkeerterrein Kruisstraat (Deurne)",https://npropendata.rdw.nl/parkingdata/v2/static/f813ad52-7343-4fe7-8b86-d859a69dc73e,,0,f813ad52-7343-4fe7-8b86-d859a69dc73e,51.4661674738309,5.79481237192805,,,,,onstreet,onstreet,0,,0,,0,1
2208,RAC-locatie,https://npropendata.rdw.nl/parkingdata/v2/static/865634e1-1cc5-402b-b22d-b452cbaecfd0,,0,865634e1-1cc5-402b-b22d-b452cbaecfd0,52.6441055738516,5.06517555956447,,,,,onstreet,onstreet,0,,0,,0,1
